  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     6.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.300   0.7073   0.00657   0.00220  -0.0266   0.0152   1.0000
   5.400   0.7181   0.00664   0.00226  -0.0266   0.0139   1.0000
   5.500   0.7290   0.00669   0.00231  -0.0265   0.0137   1.0000
   5.600   0.7398   0.00674   0.00237  -0.0265   0.0135   1.0000
   5.700   0.7507   0.00681   0.00242  -0.0264   0.0131   1.0000
   5.800   0.7615   0.00688   0.00248  -0.0263   0.0125   1.0000
   5.900   0.7723   0.00695   0.00255  -0.0263   0.0119   1.0000
   6.000   0.7830   0.00704   0.00262  -0.0262   0.0110   1.0000
   6.100   0.7938   0.00712   0.00271  -0.0261   0.0101   1.0000
   6.200   0.8047   0.00718   0.00277  -0.0261   0.0099   1.0000
   6.300   0.8155   0.00724   0.00282  -0.0261   0.0099   1.0000
   6.400   0.8264   0.00731   0.00288  -0.0260   0.0097   1.0000
   6.500   0.8373   0.00737   0.00295  -0.0260   0.0095   1.0000
   6.600   0.8481   0.00744   0.00301  -0.0259   0.0092   1.0000
   6.700   0.8589   0.00752   0.00309  -0.0259   0.0089   1.0000
   6.800   0.8696   0.00761   0.00316  -0.0258   0.0085   1.0000
   6.900   0.8804   0.00769   0.00324  -0.0258   0.0081   1.0000
   7.000   0.8910   0.00779   0.00334  -0.0257   0.0076   1.0000
   7.100   0.9017   0.00790   0.00346  -0.0256   0.0070   1.0000
   7.200   0.9125   0.00797   0.00353  -0.0256   0.0070   1.0000
   7.300   0.9233   0.00804   0.00360  -0.0255   0.0070   1.0000
   7.400   0.9341   0.00812   0.00367  -0.0255   0.0069   1.0000
   7.500   0.9448   0.00819   0.00374  -0.0255   0.0068   1.0000
   7.600   0.9556   0.00827   0.00382  -0.0254   0.0068   1.0000
   7.700   0.9663   0.00835   0.00390  -0.0254   0.0067   1.0000
   7.800   0.9770   0.00843   0.00398  -0.0253   0.0065   1.0000
   7.900   0.9877   0.00852   0.00407  -0.0253   0.0064   1.0000
   8.000   0.9984   0.00861   0.00416  -0.0252   0.0063   1.0000
   8.100   1.0090   0.00870   0.00425  -0.0251   0.0061   1.0000
   8.200   1.0196   0.00880   0.00434  -0.0251   0.0060   1.0000
   8.300   1.0302   0.00890   0.00444  -0.0250   0.0058   1.0000
   8.400   1.0407   0.00901   0.00455  -0.0249   0.0056   1.0000
   8.500   1.0512   0.00912   0.00467  -0.0248   0.0054   1.0000
   8.600   1.0616   0.00925   0.00480  -0.0247   0.0051   1.0000
   8.700   1.0718   0.00942   0.00499  -0.0246   0.0048   1.0000
   8.800   1.0821   0.00955   0.00513  -0.0245   0.0047   1.0000
   8.900   1.0927   0.00963   0.00521  -0.0244   0.0047   1.0000
   9.000   1.1033   0.00972   0.00530  -0.0244   0.0047   1.0000
   9.100   1.1138   0.00982   0.00540  -0.0243   0.0047   1.0000
   9.200   1.1243   0.00991   0.00550  -0.0242   0.0046   1.0000
   9.300   1.1347   0.01001   0.00560  -0.0241   0.0046   1.0000
   9.400   1.1452   0.01011   0.00571  -0.0241   0.0046   1.0000
   9.500   1.1556   0.01022   0.00582  -0.0240   0.0045   1.0000
   9.600   1.1660   0.01033   0.00593  -0.0239   0.0045   1.0000
   9.700   1.1763   0.01044   0.00604  -0.0238   0.0044   1.0000
   9.800   1.1866   0.01055   0.00616  -0.0237   0.0044   1.0000
   9.900   1.1969   0.01066   0.00628  -0.0236   0.0043   1.0000
  10.000   1.2072   0.01078   0.00640  -0.0235   0.0043   1.0000
  10.100   1.2175   0.01090   0.00652  -0.0234   0.0042   1.0000
  10.200   1.2277   0.01101   0.00664  -0.0233   0.0042   1.0000
  10.300   1.2379   0.01114   0.00677  -0.0232   0.0041   1.0000
  10.400   1.2480   0.01127   0.00690  -0.0231   0.0040   1.0000
  10.500   1.2581   0.01140   0.00704  -0.0230   0.0040   1.0000
